nombre,muni_id,cod_dane,id_sede,jornada
ESCUELA RURAL BUENA VISTA,,225148001555,542512,M
ESCUELA RURAL BUENA VISTA,,225148001555,542513,T
ESCUELA RURAL BUENA VISTA,,225148001555,542514,C
ESCUELA RURAL LA PAULINA,,225148001555,542515,T
ESCUELA RURAL LA PAULINA,,225148001555,542517,C
ESCUELA  RURAL CACERES,,225148001555,542518,T
ESCUELA  RURAL CACERES,,225148001555,542520,C
INST EDUCATIVA  DEPTAL TECN,,125299000289,542670,T
INST EDUCATIVA  DEPTAL TECN,,125299000289,542672,C
ESCUELA URBANA NUESTRA SEÑO,,125299000289,542673,T
ESCUELA URBANA NUESTRA SEÑO,,125299000289,542675,C
ESCUELA URBANA FRANCISCO JU,,125299000289,542676,T
ESCUELA URBANA FRANCISCO JU,,125299000289,542678,C
JARDIN INFANTIL DEPARTAMENT,,125299000289,542679,T
JARDIN INFANTIL DEPARTAMENT,,125299000289,542681,C
ESCUELA RURAL GUARUMAL,,125299000289,542682,T
ESCUELA RURAL GUARUMAL,,125299000289,542684,C
SEDE ESCUELA MADRE LAURA,,119001000044,543038,M
SEDE ESCUELA MADRE LAURA,,119001000044,543040,C
SEDE GABRIELA MISTRAL,,119001000486,543042,C
SEDE MIXTA DEL CAUCA,,119001000486,543043,T
SEDE MIXTA DEL CAUCA,,119001000486,543045,C
SEDE BELLAVISTA,,119001000486,543047,C
SEDE PISOJE ALTO,,119001000486,543048,T
SEDE PISOJE ALTO,,119001000486,543050,C
SEDE SAN BERNARDINO,,119001000486,543051,T
SEDE SAN BERNARDINO,,119001000486,543053,C
SEDE LOS UVOS,,119001000486,543055,C
SEDE LA CABUYERA,,219001000910,543079,T
SEDE LA CABUYERA,,219001000910,543081,C
SEDE DON BOSCO,,119001001113,543085,T
SEDE DON BOSCO,,119001001113,543086,C
ESCUELA RURAL EL CHISGO,,125299000289,543148,T
ESCUELA RURAL EL CHISGO,,125299000289,543150,C
